battle_id,pokemon_a_level,pokemon_a_type,pokemon_a_attack,pokemon_b_level,pokemon_b_type,pokemon_b_hp,opp1_level,opp2_level,used_spread_move,move_name,damage_to_opp1,damage_to_opp2,spillover_damage,pokemon_b_hp_remaining,pokemon_b_fainted,partner_vulnerable,battle_won,coordination,win_prob
678,36,Ground,89,48,Grass,164,43,40,1,Earthquake,67.2,73.4,96.1,68,0,1.5,0,56.2,0.4199
679,34,Fire,78,44,Grass,175,36,50,1,Bulldoze,36.4,60.6,41.0,134,0,0.6,1,50.3,0.4613
680,60,Normal,91,30,Psychic,144,35,47,1,Bulldoze,57.9,74.0,56.8,87,0,0.6,1,41.3,0.5403
681,54,Ground,94,55,Psychic,198,33,45,1,Earthquake,80.6,75.5,87.9,110,0,1.5,0,16.9,0.6014
682,20,Ground,60,45,Psychic,155,40,40,1,Earthquake,39.1,62.2,69.8,85,0,1.5,1,41.9,0.3563
683,54,Electric,83,50,Flying,164,37,54,0,Psychic,71.6,0.0,0.0,164,0,0.6,1,55.1,0.6395
684,28,Electric,64,51,Water,186,27,57,0,Body Slam,67.9,0.0,0.0,186,0,2.0,1,72.2,0.5398
685,48,Electric,91,25,Flying,137,51,48,0,Ice Beam,84.9,0.0,0.0,137,0,0.6,0,49.2,0.4749
686,36,Water,89,37,Water,159,45,31,1,Surf,47.0,68.9,39.9,119,0,0.6,0,52.4,0.5001
687,30,Electric,67,40,Grass,134,43,43,1,Discharge,46.8,48.7,36.6,97,0,0.6,0,33.7,0.4308
688,46,Electric,90,29,Water,150,51,29,1,Discharge,74.8,70.0,138.4,12,0,2.0,0,53.6,0.2973
689,16,Fire,67,46,Flying,163,32,51,0,Ice Beam,68.9,0.0,0.0,163,0,0.6,1,59.7,0.46
690,28,Water,72,45,Flying,160,51,38,0,Ice Beam,56.1,0.0,0.0,160,0,0.6,1,40.2,0.4764
691,33,Ground,75,27,Fire,116,52,44,0,Flamethrower,98.2,0.0,0.0,116,0,1.5,1,47.7,0.4381
692,57,Fire,101,28,Flying,140,47,53,0,Thunderbolt,110.5,0.0,0.0,140,0,0.6,1,51.8,0.5628
693,26,Water,72,38,Water,169,46,47,1,Surf,54.1,56.9,36.0,133,0,0.6,1,64.8,0.3965
694,53,Electric,97,48,Fire,192,32,58,1,Discharge,59.4,58.9,38.3,154,0,0.6,1,54.7,0.5935
695,55,Normal,79,46,Psychic,180,64,32,0,Ice Beam,75.9,0.0,0.0,180,0,0.6,0,50.9,0.6129
696,35,Fire,73,57,Flying,212,40,35,1,Bulldoze,51.3,57.7,38.3,174,0,0.6,0,80.4,0.5931
697,56,Normal,106,45,Grass,186,65,47,1,Bulldoze,88.0,92.4,32.4,154,0,0.6,0,49.7,0.603
698,33,Normal,62,36,Flying,146,40,49,0,Thunderbolt,46.8,0.0,0.0,146,0,0.6,1,28.0,0.445
699,45,Electric,83,38,Psychic,168,38,45,0,Ice Beam,76.7,0.0,0.0,168,0,0.6,0,34.2,0.5741
700,36,Electric,83,53,Fire,191,47,50,0,Thunderbolt,117.3,0.0,0.0,191,0,0.6,1,70.1,0.6014
701,32,Fire,71,58,Grass,194,38,36,1,Bulldoze,57.6,58.1,35.9,158,0,0.6,1,29.2,0.601
702,50,Normal,78,38,Grass,155,50,51,0,Ice Beam,95.3,0.0,0.0,155,0,0.6,0,100.0,0.5551
703,46,Normal,71,38,Flying,160,55,43,0,Ice Beam,70.1,0.0,0.0,160,0,0.6,1,56.9,0.5151
704,63,Normal,103,39,Fire,150,37,34,0,Thunderbolt,92.2,0.0,0.0,150,0,0.6,1,54.4,0.7183
705,55,Fire,88,51,Fire,168,57,47,0,Flamethrower,86.7,0.0,0.0,168,0,0.6,1,48.3,0.6209
706,46,Ground,97,40,Fire,179,44,46,1,Earthquake,67.1,88.7,102.6,76,0,1.5,1,48.4,0.4069
707,37,Water,85,56,Water,188,41,41,0,Body Slam,100.4,0.0,0.0,188,0,0.6,0,77.8,0.6529
708,36,Normal,80,46,Psychic,213,39,34,0,Body Slam,77.9,0.0,0.0,213,0,0.6,1,66.3,0.6069
709,42,Electric,88,55,Fire,182,44,34,0,Thunderbolt,92.5,0.0,0.0,182,0,0.6,1,77.7,0.6754
710,33,Water,75,35,Flying,150,43,45,0,Flamethrower,68.8,0.0,0.0,150,0,0.6,0,47.8,0.471
711,63,Normal,99,53,Grass,176,45,57,0,Body Slam,78.0,0.0,0.0,176,0,0.6,0,59.3,0.6637
712,42,Ground,87,28,Fire,141,43,23,1,Earthquake,55.8,48.2,94.9,46,0,1.5,0,40.8,0.3731
713,49,Ground,92,50,Flying,184,51,37,1,Earthquake,58.3,36.2,0.0,184,0,0.0,1,27.2,0.6531
714,62,Electric,101,24,Fire,114,50,44,0,Body Slam,114.5,0.0,0.0,114,0,0.6,1,30.4,0.5945
715,55,Water,104,69,Psychic,204,40,43,1,Surf,76.9,83.7,37.1,167,0,0.6,1,36.4,0.7626
716,37,Fire,86,65,Water,205,65,38,0,Thunderbolt,92.5,0.0,0.0,205,0,0.6,0,72.9,0.6124
717,34,Electric,85,33,Flying,154,28,70,1,Discharge,83.5,83.9,46.7,107,0,0.6,1,34.9,0.4354
718,47,Water,77,50,Flying,174,59,39,1,Surf,55.9,72.5,39.9,134,0,0.6,1,28.7,0.553
719,60,Fire,100,40,Flying,152,35,58,1,Bulldoze,88.4,115.9,49.0,103,0,0.6,1,20.9,0.654
720,47,Fire,84,52,Fire,183,39,59,1,Bulldoze,58.5,52.5,39.6,143,0,0.6,0,59.9,0.5421
721,56,Electric,89,25,Psychic,107,29,33,1,Discharge,46.4,64.1,50.8,56,0,0.6,0,65.5,0.5584
722,23,Fire,80,52,Grass,196,41,52,1,Bulldoze,56.2,69.3,37.9,158,0,0.6,0,19.5,0.4634
723,44,Ground,83,41,Psychic,137,47,60,0,Flamethrower,94.6,0.0,0.0,137,0,1.5,1,45.0,0.517
724,51,Fire,101,59,Psychic,187,32,51,1,Bulldoze,74.3,69.8,58.2,129,0,0.6,0,61.6,0.6442
725,36,Ground,102,35,Grass,156,37,55,1,Earthquake,57.8,60.6,108.9,47,0,1.5,0,54.4,0.2775
726,46,Water,89,65,Psychic,201,53,43,0,Flamethrower,80.6,0.0,0.0,201,0,0.6,1,52.4,0.6644
727,38,Water,73,49,Fire,181,41,51,1,Surf,42.1,72.6,96.9,84,0,1.5,0,32.2,0.3692
728,58,Electric,95,31,Psychic,148,48,55,1,Discharge,84.4,73.9,50.7,97,0,0.6,1,65.4,0.5049
729,41,Water,77,41,Water,154,39,50,1,Surf,47.9,62.9,28.0,126,0,0.6,0,41.7,0.5197
730,37,Ground,77,45,Fire,162,42,46,1,Earthquake,49.3,49.8,97.3,65,0,1.5,1,47.4,0.3413
731,44,Water,86,53,Water,169,56,43,1,Surf,69.1,52.8,42.7,126,0,0.6,0,32.3,0.5343
732,50,Water,65,38,Psychic,170,53,45,0,Flamethrower,67.2,0.0,0.0,170,0,0.6,0,66.6,0.5315
733,46,Fire,92,52,Fire,156,43,45,1,Bulldoze,54.7,60.0,35.5,120,0,0.6,1,57.7,0.5887
734,64,Normal,86,37,Water,172,28,69,0,Psychic,72.5,0.0,0.0,172,0,0.6,0,49.7,0.6053
735,44,Ground,100,54,Psychic,174,56,38,1,Earthquake,82.8,71.9,109.8,64,0,1.5,0,48.8,0.4318
736,50,Water,86,52,Grass,184,67,50,1,Surf,57.2,67.9,40.7,143,0,0.6,0,58.9,0.5009
737,42,Normal,87,45,Water,197,50,46,0,Ice Beam,82.4,0.0,0.0,197,0,0.6,1,38.3,0.5528
738,58,Fire,87,57,Flying,197,40,36,0,Thunderbolt,75.1,0.0,0.0,197,0,0.6,1,39.0,0.738
739,23,Water,86,55,Grass,186,56,71,1,Surf,52.9,62.7,43.6,142,0,0.6,0,70.3,0.3311
740,52,Ground,93,41,Flying,133,53,55,1,Earthquake,68.3,81.1,0.3,133,0,0.0,0,71.3,0.6187
741,55,Electric,96,42,Water,148,41,48,1,Discharge,61.6,74.7,131.5,16,0,2.0,0,55.0,0.3709
742,61,Fire,103,23,Fire,117,36,54,0,Flamethrower,110.1,0.0,0.0,117,0,0.6,0,46.0,0.594
743,46,Normal,70,57,Grass,182,24,41,0,Ice Beam,61.1,0.0,0.0,182,0,0.6,1,63.8,0.709
744,57,Ground,80,57,Flying,202,49,35,0,Body Slam,71.7,0.0,0.0,202,0,0.0,1,46.5,0.7065
745,35,Electric,78,60,Fire,190,40,50,0,Thunderbolt,95.6,0.0,0.0,190,0,0.6,0,31.2,0.629
746,43,Ground,86,51,Fire,180,29,44,0,Psychic,54.0,0.0,0.0,180,0,1.5,0,77.7,0.6353
747,43,Normal,92,35,Psychic,140,42,38,1,Bulldoze,54.1,78.0,30.9,109,0,0.6,1,62.5,0.5527
748,42,Fire,85,37,Psychic,156,47,39,0,Ice Beam,119.3,0.0,0.0,156,0,0.6,0,53.0,0.5954
749,37,Water,63,67,Fire,229,40,56,0,Ice Beam,75.2,0.0,0.0,229,0,1.5,0,48.7,0.6262
750,42,Fire,81,53,Grass,171,34,70,0,Psychic,72.0,0.0,0.0,171,0,0.6,0,50.0,0.5498
751,37,Electric,66,27,Grass,146,52,50,1,Discharge,32.6,57.8,15.3,131,0,0.6,0,45.8,0.3891
752,48,Normal,93,35,Fire,143,15,43,1,Bulldoze,92.6,73.1,33.4,110,0,0.6,0,55.9,0.6866
753,44,Ground,90,67,Psychic,231,52,35,0,Flamethrower,103.7,0.0,0.0,231,0,1.5,0,44.6,0.7178
754,56,Electric,96,56,Grass,206,46,50,1,Discharge,59.2,72.3,42.8,163,0,0.6,0,71.6,0.6294
755,52,Electric,110,44,Grass,188,62,32,1,Discharge,118.4,87.0,57.2,131,0,0.6,1,57.7,0.6142
756,43,Electric,71,32,Grass,136,21,53,0,Flamethrower,97.6,0.0,0.0,136,0,0.6,1,58.1,0.5934
757,27,Water,80,51,Psychic,192,59,51,0,Psychic,76.9,0.0,0.0,192,0,0.6,0,42.8,0.4488
758,52,Normal,86,57,Psychic,209,45,56,1,Bulldoze,75.7,63.9,47.0,162,0,0.6,0,61.9,0.597
759,50,Ground,94,65,Fire,212,45,24,0,Thunderbolt,118.2,0.0,0.0,212,0,1.5,1,49.5,0.7951
760,60,Ground,92,38,Fire,171,32,65,0,Flamethrower,114.7,0.0,0.0,171,0,1.5,1,54.3,0.6407
761,41,Fire,82,55,Flying,197,58,45,0,Ice Beam,103.5,0.0,0.0,197,0,0.6,1,16.6,0.5969
762,54,Fire,89,41,Flying,161,53,48,0,Body Slam,89.0,0.0,0.0,161,0,0.6,0,34.3,0.5818
763,43,Fire,77,51,Psychic,177,35,43,1,Bulldoze,69.8,53.6,31.3,146,0,0.6,0,67.5,0.6257
764,52,Fire,99,48,Fire,187,50,42,1,Bulldoze,63.1,67.3,50.2,137,0,0.6,1,34.7,0.5671
765,36,Fire,87,51,Grass,161,43,50,1,Bulldoze,41.0,87.3,34.2,127,0,0.6,0,32.3,0.5361
766,25,Normal,55,58,Flying,185,53,34,0,Thunderbolt,52.9,0.0,0.0,185,0,0.6,0,44.3,0.5298
767,49,Water,82,48,Fire,180,68,40,1,Surf,75.3,76.3,88.6,91,0,1.5,1,73.4,0.4236
768,47,Water,90,45,Water,189,43,45,0,Thunderbolt,88.9,0.0,0.0,189,0,0.6,1,70.6,0.6141
769,45,Water,89,54,Flying,193,55,57,0,Ice Beam,83.6,0.0,0.0,193,0,0.6,1,61.5,0.5543
770,39,Normal,79,51,Flying,174,43,27,0,Thunderbolt,104.0,0.0,0.0,174,0,0.6,1,62.7,0.6835
771,45,Electric,96,40,Water,158,42,70,1,Discharge,71.1,84.1,155.7,2,0,2.0,0,57.3,0.2208
772,66,Electric,102,27,Flying,151,49,45,0,Flamethrower,107.3,0.0,0.0,151,0,0.6,1,58.9,0.6193
773,52,Electric,101,33,Flying,147,48,50,1,Discharge,64.9,71.3,43.6,103,0,0.6,1,48.1,0.4938
774,65,Electric,113,41,Grass,173,50,34,0,Ice Beam,88.3,0.0,0.0,173,0,0.6,1,29.3,0.6903
775,43,Electric,78,42,Fire,154,46,40,0,Body Slam,91.2,0.0,0.0,154,0,0.6,0,40.9,0.5905
776,43,Fire,82,62,Water,196,40,47,0,Ice Beam,74.7,0.0,0.0,196,0,0.6,0,58.3,0.6612
777,47,Electric,84,41,Psychic,155,49,31,0,Flamethrower,90.5,0.0,0.0,155,0,0.6,1,63.4,0.6254
778,36,Normal,78,45,Flying,149,44,56,1,Bulldoze,69.3,77.0,42.5,106,0,0.6,1,48.8,0.4816
779,39,Water,65,31,Grass,138,58,38,0,Flamethrower,62.1,0.0,0.0,138,0,0.6,0,47.9,0.4429
780,54,Ground,97,44,Flying,165,44,41,1,Earthquake,75.9,58.3,0.0,165,0,0.0,1,56.8,0.7018
781,51,Fire,67,48,Psychic,178,45,35,0,Thunderbolt,54.6,0.0,0.0,178,0,0.6,1,32.2,0.6348
782,40,Fire,81,47,Water,175,37,58,1,Bulldoze,80.1,49.7,16.6,158,0,0.6,0,50.1,0.574
783,28,Fire,88,21,Psychic,136,41,48,1,Bulldoze,47.6,64.8,34.8,101,0,0.6,0,47.5,0.345
784,57,Normal,101,35,Psychic,166,51,35,1,Bulldoze,91.8,52.6,45.4,121,0,0.6,1,26.8,0.5788
785,44,Water,75,33,Water,145,44,60,1,Surf,57.9,60.2,31.0,114,0,0.6,0,58.7,0.4404
786,54,Normal,85,46,Water,172,40,44,0,Ice Beam,103.0,0.0,0.0,172,0,0.6,1,40.8,0.6803
787,48,Ground,93,40,Grass,187,58,26,1,Earthquake,69.9,84.2,101.1,86,0,1.5,0,36.1,0.4402
788,48,Normal,83,46,Grass,164,52,57,1,Bulldoze,67.8,47.1,36.1,128,0,0.6,1,50.9,0.4896
789,35,Normal,63,44,Grass,158,44,39,1,Bulldoze,59.9,32.4,24.1,134,0,0.6,1,50.2,0.5139
790,34,Fire,73,54,Grass,176,49,37,0,Thunderbolt,68.2,0.0,0.0,176,0,0.6,0,29.5,0.5771
791,63,Fire,82,35,Psychic,136,40,37,0,Flamethrower,72.8,0.0,0.0,136,0,0.6,1,58.8,0.6613
792,60,Ground,98,45,Grass,167,49,36,0,Psychic,101.8,0.0,0.0,167,0,1.5,1,34.0,0.6972
793,60,Ground,98,43,Water,165,66,56,0,Body Slam,126.8,0.0,0.0,165,0,1.5,0,49.6,0.59
794,44,Water,73,54,Flying,167,38,42,1,Surf,49.0,67.1,47.1,120,0,0.6,1,38.5,0.5913
795,38,Normal,75,59,Flying,178,43,42,0,Flamethrower,52.4,0.0,0.0,178,0,0.6,1,48.5,0.6052
796,47,Normal,96,44,Water,180,27,43,0,Body Slam,87.4,0.0,0.0,180,0,0.6,0,71.4,0.6697
797,43,Ground,85,34,Psychic,144,56,45,1,Earthquake,74.3,63.0,111.2,33,0,1.5,0,68.1,0.2889
798,35,Ground,84,44,Psychic,154,46,59,1,Earthquake,53.4,42.9,85.1,69,0,1.5,0,58.0,0.2964
799,34,Normal,65,58,Psychic,207,39,53,1,Bulldoze,49.0,36.7,37.8,169,0,0.6,0,50.7,0.5026
800,40,Normal,89,41,Water,136,55,46,1,Bulldoze,51.4,67.9,44.6,91,0,0.6,1,44.9,0.4392
801,25,Electric,69,50,Grass,180,32,52,0,Ice Beam,70.4,0.0,0.0,180,0,0.6,1,45.0,0.523
802,49,Fire,81,26,Psychic,138,35,40,1,Bulldoze,72.8,54.6,36.7,101,0,0.6,0,19.3,0.5362
803,55,Normal,108,57,Psychic,199,24,40,0,Thunderbolt,110.4,0.0,0.0,199,0,0.6,1,47.4,0.7912
804,53,Fire,94,48,Water,178,46,49,1,Bulldoze,63.7,81.0,49.3,129,0,0.6,0,59.0,0.5807
805,48,Ground,81,49,Fire,178,44,49,0,Body Slam,84.5,0.0,0.0,178,0,1.5,1,80.6,0.6148
806,49,Normal,83,34,Flying,143,34,40,0,Ice Beam,85.3,0.0,0.0,143,0,0.6,0,72.4,0.6169
807,43,Water,72,52,Psychic,192,40,58,1,Surf,55.5,39.5,32.3,160,0,0.6,1,49.1,0.5205
808,50,Fire,87,53,Water,187,47,45,0,Flamethrower,77.3,0.0,0.0,187,0,0.6,0,58.5,0.638
809,41,Water,83,46,Flying,175,60,49,1,Surf,76.3,35.4,40.6,134,0,0.6,0,55.9,0.4397
810,42,Water,84,47,Fire,182,33,60,1,Surf,61.2,41.8,89.6,92,0,1.5,0,47.7,0.3785
811,44,Water,81,45,Water,167,40,45,0,Body Slam,110.9,0.0,0.0,167,0,0.6,1,70.0,0.6363
812,40,Fire,73,59,Grass,217,54,35,1,Bulldoze,72.4,69.7,28.0,189,0,0.6,0,27.2,0.64
813,32,Ground,75,39,Fire,155,38,50,0,Body Slam,70.9,0.0,0.0,155,0,1.5,0,46.9,0.4886
814,59,Ground,105,50,Water,178,34,33,0,Thunderbolt,127.2,0.0,0.0,178,0,1.5,1,46.9,0.7877
815,39,Fire,71,48,Water,182,54,37,1,Bulldoze,44.1,61.7,23.8,158,0,0.6,1,60.6,0.5414
816,52,Normal,84,52,Flying,201,47,44,0,Flamethrower,82.8,0.0,0.0,201,0,0.6,1,78.4,0.6523
817,51,Electric,107,45,Fire,170,29,58,1,Discharge,77.1,100.0,44.0,126,0,0.6,1,50.6,0.6366
818,40,Water,108,70,Psychic,227,64,46,0,Psychic,75.2,0.0,0.0,227,0,0.6,1,56.5,0.6049
819,42,Water,85,50,Grass,176,27,46,1,Surf,52.4,81.4,25.4,151,0,0.6,0,47.1,0.6593
820,31,Water,59,46,Grass,175,37,48,1,Surf,56.4,21.0,13.5,162,0,0.6,1,49.5,0.5042
821,52,Electric,99,44,Flying,162,50,48,0,Ice Beam,125.1,0.0,0.0,162,0,0.6,0,67.3,0.64
822,56,Electric,94,40,Fire,160,37,48,0,Psychic,75.5,0.0,0.0,160,0,0.6,0,34.5,0.6277
823,34,Normal,76,38,Water,145,53,60,0,Flamethrower,95.0,0.0,0.0,145,0,0.6,0,21.7,0.4305
824,58,Electric,88,44,Water,154,53,46,0,Psychic,95.8,0.0,0.0,154,0,2.0,1,57.5,0.6304
825,67,Normal,110,36,Fire,134,39,41,0,Psychic,107.2,0.0,0.0,134,0,0.6,1,30.3,0.7101
826,55,Electric,95,32,Grass,125,29,44,0,Ice Beam,67.2,0.0,0.0,125,0,0.6,1,68.1,0.618
827,49,Fire,93,45,Fire,176,36,37,0,Flamethrower,91.2,0.0,0.0,176,0,0.6,1,76.6,0.6772
828,50,Fire,90,34,Fire,148,31,39,0,Thunderbolt,91.2,0.0,0.0,148,0,0.6,0,29.5,0.6424
829,37,Normal,54,45,Water,164,33,56,1,Bulldoze,43.3,42.7,16.1,148,0,0.6,0,33.7,0.5185
830,32,Electric,74,36,Fire,125,43,38,1,Discharge,46.6,48.2,35.5,90,0,0.6,1,47.9,0.4413
831,49,Normal,74,57,Flying,210,52,42,1,Bulldoze,71.1,54.2,43.2,167,0,0.6,0,53.0,0.5998
832,31,Normal,66,46,Water,166,42,52,1,Bulldoze,58.0,45.6,15.2,151,0,0.6,0,54.9,0.499
833,46,Electric,72,58,Psychic,186,58,64,1,Discharge,41.6,52.2,27.7,158,0,0.6,0,39.4,0.4855
834,62,Electric,95,49,Fire,187,41,75,0,Ice Beam,84.1,0.0,0.0,187,0,0.6,0,77.9,0.5988
835,42,Ground,79,52,Water,188,32,43,1,Earthquake,43.1,59.7,95.6,92,0,1.5,1,65.5,0.4534
836,25,Water,77,60,Flying,183,60,41,0,Thunderbolt,65.0,0.0,0.0,183,0,0.6,1,69.7,0.5025
837,49,Electric,97,59,Psychic,202,43,53,1,Discharge,89.7,80.0,42.8,159,0,0.6,1,37.8,0.6549
838,46,Normal,98,58,Grass,194,36,53,0,Ice Beam,112.7,0.0,0.0,194,0,0.6,1,38.9,0.6918
839,54,Ground,83,42,Fire,200,51,46,1,Earthquake,75.5,82.7,88.8,111,0,1.5,0,29.8,0.467
840,57,Normal,100,41,Psychic,179,62,47,1,Bulldoze,72.4,79.2,44.7,134,0,0.6,1,46.8,0.5339
841,40,Water,79,56,Psychic,214,56,51,0,Psychic,64.1,0.0,0.0,214,0,0.6,1,34.6,0.5338
842,47,Normal,97,45,Flying,174,43,31,1,Bulldoze,70.1,61.0,34.4,140,0,0.6,1,70.1,0.6322
843,55,Fire,101,66,Psychic,234,45,47,0,Psychic,97.7,0.0,0.0,234,0,0.6,1,41.1,0.7366
844,52,Fire,101,57,Psychic,199,46,37,0,Ice Beam,119.1,0.0,0.0,199,0,0.6,0,64.4,0.737
845,52,Normal,115,62,Grass,186,51,39,0,Flamethrower,105.6,0.0,0.0,186,0,0.6,0,18.3,0.7227
846,57,Fire,89,51,Fire,188,45,40,1,Bulldoze,54.5,50.0,30.7,157,0,0.6,0,67.2,0.6458
847,40,Electric,85,50,Water,175,40,42,1,Discharge,85.4,90.9,139.2,36,0,2.0,0,66.8,0.3916
848,50,Water,98,24,Grass,135,37,44,1,Surf,108.6,97.6,49.5,86,0,0.6,0,53.9,0.5747
849,51,Normal,99,36,Fire,156,38,53,1,Bulldoze,72.4,76.4,43.6,112,0,0.6,1,44.2,0.5456
850,24,Water,70,25,Grass,140,60,37,0,Psychic,49.4,0.0,0.0,140,0,0.6,0,51.3,0.3256
851,48,Ground,104,38,Water,164,64,49,1,Earthquake,80.5,88.7,127.0,37,0,1.5,1,59.2,0.2893
852,53,Ground,81,48,Water,168,37,35,1,Earthquake,57.5,62.3,83.3,85,0,1.5,1,49.9,0.5513
853,45,Electric,79,34,Grass,157,49,52,0,Ice Beam,83.1,0.0,0.0,157,0,0.6,0,64.0,0.4951
854,45,Normal,76,35,Psychic,122,44,48,1,Bulldoze,73.9,56.1,30.7,91,0,0.6,0,51.6,0.5157
855,42,Normal,90,61,Psychic,224,46,40,1,Bulldoze,57.5,55.1,51.0,173,0,0.6,0,73.8,0.5801
856,26,Water,63,46,Fire,170,48,49,1,Surf,58.9,42.6,78.6,91,0,1.5,0,54.8,0.3114
857,42,Water,70,42,Psychic,184,57,57,1,Surf,40.4,36.6,26.7,157,0,0.6,0,42.0,0.3984
858,33,Electric,75,50,Grass,211,36,42,1,Discharge,54.9,43.8,26.6,184,0,0.6,1,53.7,0.5542
859,49,Fire,82,38,Water,142,45,39,0,Ice Beam,80.4,0.0,0.0,142,0,0.6,0,47.3,0.5944
860,35,Electric,89,31,Grass,120,32,37,1,Discharge,56.2,70.4,39.6,80,0,0.6,0,77.4,0.5055
861,50,Fire,82,53,Fire,196,41,43,0,Flamethrower,90.2,0.0,0.0,196,0,0.6,0,48.3,0.6794
862,55,Fire,102,55,Water,185,57,73,1,Bulldoze,76.7,83.7,45.4,140,0,0.6,0,54.0,0.5245
863,38,Water,72,34,Flying,122,55,51,0,Flamethrower,90.5,0.0,0.0,122,0,0.6,0,56.3,0.4508
864,48,Water,80,34,Water,163,45,44,1,Surf,77.1,54.4,31.1,132,0,0.6,1,37.7,0.5378
865,45,Ground,100,45,Grass,168,49,57,0,Flamethrower,110.6,0.0,0.0,168,0,1.5,0,46.9,0.5654
866,32,Fire,72,35,Psychic,119,46,42,0,Flamethrower,69.9,0.0,0.0,119,0,0.6,0,26.3,0.4674
867,39,Normal,72,49,Grass,178,39,50,0,Body Slam,77.7,0.0,0.0,178,0,0.6,0,75.0,0.5777
868,51,Fire,87,52,Fire,191,37,58,1,Bulldoze,47.0,56.4,35.9,155,0,0.6,1,34.2,0.5727
869,40,Fire,74,43,Fire,192,36,40,1,Bulldoze,58.7,74.1,6.0,186,0,0.6,1,22.0,0.6511
870,46,Ground,79,53,Flying,236,42,56,0,Flamethrower,63.0,0.0,0.0,236,0,0.0,0,31.3,0.5805
871,40,Electric,95,26,Psychic,154,37,53,0,Ice Beam,111.7,0.0,0.0,154,0,0.6,0,84.0,0.5071
872,37,Ground,89,48,Flying,174,58,60,1,Earthquake,66.1,55.8,0.0,174,0,0.0,0,47.5,0.5099
873,48,Normal,97,32,Psychic,116,42,41,0,Ice Beam,83.3,0.0,0.0,116,0,0.6,1,42.1,0.5675
874,49,Normal,95,57,Grass,192,56,30,1,Bulldoze,81.8,70.9,38.1,154,0,0.6,1,44.3,0.671
875,39,Electric,90,56,Flying,199,43,44,0,Psychic,76.3,0.0,0.0,199,0,0.6,1,45.4,0.6169
876,27,Ground,64,30,Water,111,36,26,0,Flamethrower,68.2,0.0,0.0,111,0,1.5,0,46.5,0.5127
877,58,Fire,84,47,Flying,187,35,57,1,Bulldoze,73.9,67.0,33.9,153,0,0.6,0,43.1,0.6423
878,37,Ground,72,46,Psychic,156,42,45,0,Flamethrower,71.2,0.0,0.0,156,0,1.5,1,35.0,0.5526
879,45,Fire,82,53,Psychic,209,51,36,0,Ice Beam,95.7,0.0,0.0,209,0,0.6,1,53.6,0.6533
880,31,Water,61,32,Psychic,157,41,43,1,Surf,40.2,41.3,26.9,130,0,0.6,1,49.4,0.4106
881,67,Normal,92,39,Water,156,51,57,1,Bulldoze,53.9,83.2,46.5,110,0,0.6,1,24.0,0.5549
882,49,Electric,98,51,Grass,186,35,44,1,Discharge,45.0,80.3,63.3,123,0,0.6,1,44.0,0.5765
883,44,Fire,92,50,Fire,174,32,51,0,Flamethrower,70.2,0.0,0.0,174,0,0.6,0,45.8,0.6192
884,49,Water,105,48,Flying,169,46,31,0,Body Slam,98.0,0.0,0.0,169,0,0.6,1,57.3,0.6846
885,45,Water,95,45,Psychic,172,47,23,1,Surf,98.3,85.3,53.4,119,0,0.6,1,79.7,0.6534
886,51,Electric,85,64,Flying,195,46,43,0,Psychic,76.1,0.0,0.0,195,0,0.6,1,44.7,0.6996
887,50,Electric,96,37,Water,162,39,35,0,Thunderbolt,121.9,0.0,0.0,162,0,2.0,0,40.0,0.6769
888,47,Normal,89,38,Fire,156,49,53,0,Flamethrower,86.7,0.0,0.0,156,0,0.6,1,36.8,0.5259
889,56,Electric,104,57,Water,200,34,48,1,Discharge,80.4,68.8,179.8,20,0,2.0,1,66.2,0.3724
890,24,Water,82,51,Water,196,40,54,1,Surf,67.7,58.8,34.7,161,0,0.6,0,20.7,0.4689
891,53,Normal,105,49,Psychic,190,48,23,1,Bulldoze,96.9,66.4,64.7,125,0,0.6,1,63.1,0.6558
892,52,Ground,97,36,Fire,152,28,48,0,Ice Beam,94.5,0.0,0.0,152,0,1.5,1,33.8,0.6439
893,48,Water,111,47,Psychic,162,61,63,1,Surf,83.4,100.2,67.1,95,0,0.6,0,39.0,0.447
894,47,Normal,75,54,Grass,161,37,30,1,Bulldoze,49.1,34.7,31.0,130,0,0.6,1,70.4,0.6511
895,34,Ground,81,55,Grass,200,39,70,0,Body Slam,93.7,0.0,0.0,200,0,1.5,0,56.0,0.5283
896,47,Electric,82,32,Grass,134,43,59,0,Psychic,90.9,0.0,0.0,134,0,0.6,0,40.5,0.5011
897,54,Electric,78,36,Psychic,144,51,61,1,Discharge,70.3,51.7,31.7,112,0,0.6,1,54.4,0.4783
898,45,Electric,90,38,Fire,149,43,53,0,Ice Beam,107.8,0.0,0.0,149,0,0.6,1,36.0,0.5644
899,56,Water,93,42,Psychic,166,44,49,1,Surf,71.3,78.6,36.2,130,0,0.6,1,64.4,0.6112
900,67,Electric,97,39,Water,148,38,34,0,Body Slam,114.2,0.0,0.0,148,0,2.0,1,35.1,0.7523
901,28,Electric,66,37,Water,144,41,46,1,Discharge,53.7,39.9,100.9,43,0,2.0,1,64.6,0.26
902,49,Electric,86,57,Flying,160,46,46,0,Body Slam,96.5,0.0,0.0,160,0,0.6,1,43.1,0.6732
903,39,Normal,80,46,Psychic,180,49,43,0,Body Slam,51.6,0.0,0.0,180,0,0.6,0,64.8,0.5195
904,46,Normal,80,43,Psychic,183,40,54,1,Bulldoze,54.4,50.2,47.7,135,0,0.6,0,53.1,0.479
