battle_id,trainer_id,battle_type,attacker_level,attacker_type,defender_level,defender_type,type_advantage,weather,weather_multiplier,terrain,held_item,held_item_bonus,move_power,move_accuracy,move_hit,critical_hit,crit_multiplier,damage_dealt,strategy_score,turns,battle_won,exp_gained,pokemon_fainted,win_prob,attacker_hp_remaining_pct,defender_hp_remaining_pct,reward_money
35150,148,wild,6,Fire,14,Dragon,1.0,sun,1.5,grass,focus_sash,1.0,95,51,1,0,1.0,17.4,44.9,6,1,56,1,0.5065,0.662,0.342,635
35151,1413,gym,39,Water,43,Dragon,1.0,clear,1.0,grass,none,1.0,91,100,1,0,1.0,31.0,21.5,2,0,12,0,0.4477,0.341,0.915,21
35152,1186,wild,37,Flying,35,Normal,1.0,sun,1.0,cave,none,1.0,80,93,1,0,1.0,28.4,23.9,1,1,163,0,0.4803,0.721,0.151,1807
35153,1372,wild,20,Fire,14,Poison,0.5,clear,1.0,grass,none,1.0,62,89,1,0,1.0,11.6,49.0,3,0,1,0,0.4555,0.204,0.818,0
35154,1177,gym,25,Ghost,37,Ghost,1.0,clear,1.0,water,berry,1.0,69,86,1,0,1.0,18.7,54.4,6,0,10,0,0.4744,0.189,0.593,55
35155,169,gym,33,Electric,44,Fire,2.0,sandstorm,1.0,urban,none,1.0,67,77,1,0,1.0,56.3,58.5,7,1,410,0,0.6208,0.816,0.083,11048
35156,623,wild,36,Poison,14,Rock,1.0,rain,1.0,grass,leftovers,1.05,74,96,1,0,1.0,22.7,51.9,7,1,82,0,0.6393,0.881,0.424,698
35157,1545,elite_four,26,Flying,50,Fire,1.0,clear,1.0,cave,focus_sash,1.0,64,81,0,0,1.0,0.0,48.3,9,1,723,1,0.3782,0.867,0.251,2492
35158,329,wild,27,Fire,25,Water,1.0,sandstorm,1.0,grass,focus_sash,1.0,114,92,1,0,1.0,33.0,50.3,6,0,0,1,0.5518,0.18,0.816,56
35159,1143,wild,19,Bug,11,Ghost,1.0,clear,1.0,mountain,none,1.0,84,100,1,0,1.0,15.8,57.1,5,1,33,0,0.5769,0.901,0.221,491
35160,612,wild,37,Dragon,20,Normal,1.0,clear,1.0,cave,none,1.0,64,89,1,0,1.0,36.2,51.4,3,1,81,0,0.6306,0.677,0.062,1186
35161,992,wild,38,Fighting,27,Grass,1.0,rain,1.0,grass,leftovers,1.05,75,99,1,0,1.0,37.0,61.7,7,1,114,1,0.6276,0.907,0.03,1469
35162,42,wild,60,Ice,42,Ice,2.0,clear,1.0,water,none,1.0,77,100,1,1,1.5,139.7,34.4,8,0,24,0,0.7771,0.091,0.88,0
35163,844,gym,60,Water,71,Ground,1.0,clear,1.0,grass,choice_band,1.3,53,94,1,0,1.0,45.2,77.6,3,0,0,0,0.57,0.742,0.827,0
35164,1243,elite_four,42,Rock,50,Fire,1.0,clear,1.0,water,none,1.0,98,69,0,0,1.0,1.2,57.2,1,1,715,0,0.4795,0.767,0.154,2532
35165,1317,wild,34,Fire,26,Bug,2.0,clear,1.0,water,focus_sash,1.0,87,100,1,0,1.0,67.8,55.6,4,0,0,0,0.7113,0.455,0.775,256
35166,12,wild,40,Water,21,Bug,1.0,clear,1.0,mountain,none,1.0,59,100,1,0,1.0,20.2,40.6,5,1,86,1,0.5956,0.516,0.207,1183
35167,285,elite_four,42,Ghost,50,Bug,0.5,sandstorm,1.0,water,choice_band,1.3,83,79,1,0,1.0,26.9,55.2,5,0,0,0,0.4207,0.441,0.909,87
35168,802,trainer,38,Grass,19,Poison,1.0,clear,1.0,cave,choice_band,1.3,79,76,1,1,1.5,63.8,65.5,4,1,64,0,0.7014,0.398,0.064,1039
35169,423,wild,35,Water,20,Ground,1.0,clear,1.0,mountain,none,1.0,94,100,1,0,1.0,35.1,58.2,4,1,107,0,0.6359,0.95,0.166,934
35170,840,wild,39,Rock,31,Water,2.0,rain,1.0,water,leftovers,1.05,97,81,1,0,1.0,97.8,51.3,6,0,0,0,0.7327,0.158,0.79,89
35171,414,wild,46,Normal,36,Water,1.0,clear,1.0,urban,none,1.0,84,82,1,0,1.0,47.3,81.4,10,1,175,0,0.6793,0.56,0.162,1869
35172,1803,gym,37,Normal,33,Poison,0.5,clear,1.0,urban,none,1.0,66,98,1,0,1.0,11.6,76.9,2,0,19,0,0.5151,0.082,0.827,7
35173,387,gym,54,Grass,62,Electric,0.5,clear,1.0,water,choice_band,1.3,73,71,1,0,1.0,32.7,78.1,6,0,0,0,0.4845,0.09,0.762,4
35174,1917,gym,25,Electric,24,Grass,2.0,sun,1.0,mountain,none,1.0,66,100,1,0,1.0,42.0,79.5,5,1,282,0,0.7051,0.371,0.205,6064
35175,1449,wild,53,Ghost,31,Dragon,2.0,clear,1.0,water,leftovers,1.05,68,100,1,0,1.0,92.2,75.5,5,1,148,0,0.818,0.866,0.332,1603
35176,1773,wild,28,Fire,32,Dragon,1.0,clear,1.0,urban,none,1.0,86,82,1,0,1.0,21.5,35.0,5,0,26,0,0.4694,0.414,0.655,8
35177,366,wild,71,Fighting,57,Ice,2.0,clear,1.0,grass,leftovers,1.05,91,80,1,0,1.0,141.3,52.2,3,1,288,1,0.795,0.744,0.523,2922
35178,54,wild,22,Rock,18,Flying,1.0,sun,1.0,grass,focus_sash,1.0,51,84,1,0,1.0,6.1,54.0,3,0,8,0,0.5376,0.358,0.923,0
35179,350,wild,53,Poison,26,Fire,1.0,rain,1.0,cave,berry,1.0,30,86,1,1,1.5,24.4,56.5,5,0,30,0,0.6741,0.338,0.839,0
35180,361,wild,43,Psychic,14,Fire,1.0,clear,1.0,grass,berry,1.0,68,97,1,0,1.0,32.6,48.9,7,1,76,0,0.6752,0.166,0.241,624
35181,1193,trainer,30,Psychic,29,Poison,1.0,clear,1.0,cave,choice_band,1.3,55,100,1,0,1.0,25.4,39.9,4,1,121,1,0.5115,0.795,0.494,1384
35182,1738,wild,35,Electric,29,Normal,2.0,sandstorm,1.0,cave,focus_sash,1.0,69,100,1,0,1.0,56.6,65.7,2,1,135,0,0.7123,0.874,0.078,1293
35183,1941,gym,40,Bug,49,Electric,1.0,rain,1.0,grass,none,1.0,94,91,1,0,1.0,45.6,67.1,6,0,0,0,0.5545,0.386,0.7,33
35184,1827,wild,35,Ghost,19,Flying,1.0,sun,1.0,urban,focus_sash,1.0,74,85,0,0,1.0,0.0,33.8,4,0,0,1,0.5394,0.335,0.751,72
35185,952,wild,52,Psychic,44,Water,1.0,clear,1.0,grass,focus_sash,1.0,33,75,1,0,1.0,20.1,62.3,6,1,220,0,0.5947,0.686,0.216,2154
35186,35,wild,25,Water,24,Fighting,1.0,clear,1.0,cave,none,1.0,47,98,1,0,1.0,12.9,60.9,5,0,0,0,0.5482,0.139,0.684,63
35187,1199,gym,15,Normal,19,Electric,2.0,clear,1.0,grass,none,1.0,58,88,1,0,1.0,20.5,60.3,4,1,164,0,0.6159,0.957,0.099,4799
35188,1891,wild,26,Ghost,33,Poison,0.5,sun,1.0,mountain,berry,1.0,71,85,0,0,1.0,13.3,38.5,8,0,0,0,0.3693,0.042,0.704,20
35189,1145,wild,46,Water,35,Ghost,1.0,hail,1.0,urban,none,1.0,43,87,1,0,1.0,24.9,70.2,7,1,210,0,0.6333,0.786,0.135,1644
35190,989,trainer,54,Poison,64,Fire,1.0,clear,1.0,grass,berry,1.0,77,89,1,0,1.0,46.0,77.2,7,0,10,0,0.5749,0.443,0.757,0
35191,529,trainer,37,Dragon,22,Fire,1.0,clear,1.0,cave,choice_band,1.3,102,86,1,0,1.0,62.8,79.1,5,1,99,0,0.712,0.823,0.179,1109
35192,1165,trainer,26,Ground,33,Ice,0.5,clear,1.0,cave,none,1.0,80,90,1,0,1.0,23.2,33.0,2,1,140,1,0.3681,0.564,0.265,1578
35193,1601,trainer,71,Dragon,58,Bug,1.0,rain,1.0,urban,choice_band,1.3,65,85,1,0,1.0,62.0,78.1,5,1,258,0,0.7008,0.722,0.685,2848
35194,89,trainer,43,Normal,31,Normal,2.0,clear,1.0,grass,none,1.0,58,72,1,0,1.0,60.2,65.1,7,1,172,0,0.7386,0.734,0.614,1536
35195,403,wild,32,Fighting,14,Rock,0.5,sun,1.0,cave,berry,1.0,82,89,1,0,1.0,20.7,52.5,2,1,45,0,0.5354,0.612,0.034,723
35196,1948,trainer,25,Rock,17,Ground,1.0,clear,1.0,grass,none,1.0,52,98,1,0,1.0,17.7,51.0,5,0,0,0,0.5643,0.274,0.476,0
35197,446,wild,27,Fighting,24,Psychic,2.0,hail,1.0,mountain,none,1.0,61,96,1,0,1.0,43.5,51.2,3,0,15,1,0.6539,0.146,0.943,0
35198,987,trainer,67,Poison,66,Psychic,1.0,clear,1.0,mountain,none,1.0,30,86,1,0,1.0,19.4,56.7,5,1,346,0,0.5459,0.892,0.217,3291
35199,715,trainer,34,Bug,22,Ice,1.0,rain,1.0,grass,none,1.0,112,88,0,0,1.0,0.0,66.3,3,0,3,0,0.5994,0.46,0.909,0
35200,693,wild,52,Electric,31,Dragon,1.0,clear,1.0,grass,berry,1.0,33,76,1,0,1.0,19.4,72.5,1,1,145,0,0.6774,0.679,0.388,1372
35201,789,gym,30,Electric,28,Dragon,1.0,sandstorm,1.0,urban,none,1.0,50,85,1,0,1.0,4.9,54.6,4,0,8,1,0.5276,0.307,0.537,10
35202,815,gym,35,Electric,32,Ground,0.5,rain,1.0,grass,focus_sash,1.0,86,98,1,0,1.0,17.3,64.3,1,0,0,1,0.4857,0.357,0.83,161
35203,1578,trainer,29,Rock,34,Ghost,1.0,clear,1.0,mountain,focus_sash,1.0,97,100,1,0,1.0,33.9,68.5,4,1,201,0,0.5633,0.584,0.195,1587
35204,1111,trainer,45,Ground,40,Bug,2.0,clear,1.0,mountain,none,1.0,84,98,1,0,1.0,91.9,58.9,1,1,209,0,0.7301,0.854,0.228,1964
35205,643,wild,52,Water,45,Fighting,1.0,sun,0.5,grass,leftovers,1.05,66,97,1,0,1.0,17.8,51.9,6,1,209,0,0.5245,0.742,0.153,2234
35206,876,gym,47,Ground,45,Dragon,1.0,rain,1.0,grass,berry,1.0,75,78,1,0,1.0,57.4,70.5,3,1,457,0,0.6299,0.416,0.177,11314
35207,1083,elite_four,35,Flying,50,Dragon,1.0,sandstorm,1.0,urban,choice_band,1.3,90,69,0,0,1.0,3.2,54.9,4,1,729,0,0.4415,0.724,0.144,2533
35208,1911,gym,38,Ice,37,Normal,0.5,sun,1.0,grass,none,1.0,105,96,1,0,1.0,24.4,37.9,5,1,417,0,0.4193,0.506,0.4,9174
35209,1233,trainer,45,Rock,40,Ghost,1.0,clear,1.0,grass,berry,1.0,34,100,1,0,1.0,16.8,66.2,7,1,206,0,0.5856,0.961,0.139,2005
35210,1435,wild,49,Electric,44,Normal,2.0,clear,1.0,mountain,focus_sash,1.0,92,100,1,0,1.0,102.9,53.0,2,1,222,0,0.7293,0.879,0.064,1974
35211,972,trainer,45,Dragon,32,Ghost,1.0,clear,1.0,cave,none,1.0,80,99,1,0,1.0,30.9,40.0,4,1,169,0,0.578,0.883,0.168,1586
35212,1527,wild,19,Ground,17,Bug,2.0,sandstorm,1.0,water,none,1.0,62,88,1,0,1.0,32.8,44.4,3,1,86,1,0.6212,0.978,0.254,755
35213,248,wild,28,Grass,27,Water,2.0,rain,1.0,cave,berry,1.0,34,83,0,0,1.0,0.0,26.8,9,1,124,0,0.5336,0.763,0.224,1228
35214,495,gym,50,Water,63,Water,1.0,clear,1.0,grass,choice_band,1.3,93,100,1,0,1.0,58.6,30.2,3,0,0,1,0.4588,0.628,0.782,0
35215,487,wild,20,Normal,12,Bug,1.0,clear,1.0,cave,focus_sash,1.0,91,93,1,0,1.0,23.4,53.5,2,1,29,0,0.5774,0.624,0.062,489
35216,648,gym,24,Fire,28,Bug,2.0,sun,1.5,grass,none,1.0,63,100,1,0,1.0,59.2,55.6,4,0,21,0,0.6832,0.218,0.753,0
35217,142,trainer,19,Ghost,30,Flying,1.0,clear,1.0,urban,choice_band,1.3,78,86,1,0,1.0,19.8,25.1,5,0,26,0,0.4085,0.104,0.463,172
35218,1213,wild,29,Dragon,14,Fire,1.0,clear,1.0,water,focus_sash,1.0,72,92,1,0,1.0,30.8,63.6,2,0,5,0,0.6434,0.078,0.667,0
35219,163,wild,24,Psychic,11,Flying,0.5,clear,1.0,mountain,choice_band,1.3,47,93,1,0,1.0,10.8,41.7,5,1,26,0,0.4711,0.76,0.27,525
35220,1680,gym,35,Water,41,Psychic,0.5,clear,1.0,mountain,focus_sash,1.0,89,91,1,0,1.0,32.3,72.3,4,0,11,1,0.4795,0.062,0.766,0
35221,1891,trainer,25,Dragon,27,Rock,1.0,sun,1.0,mountain,berry,1.0,46,95,1,0,1.0,19.9,38.5,7,0,0,0,0.4861,0.08,0.483,0
35222,925,trainer,49,Water,46,Flying,1.0,clear,1.0,grass,none,1.0,80,92,1,0,1.0,41.6,54.8,2,1,243,0,0.5783,0.795,0.438,2268
35223,913,trainer,53,Ground,64,Fighting,2.0,rain,1.0,grass,leftovers,1.05,108,94,1,0,1.0,137.6,51.8,6,1,333,0,0.6969,0.637,0.126,3184
35224,555,gym,32,Bug,30,Normal,1.0,clear,1.0,grass,focus_sash,1.0,46,81,1,0,1.0,26.2,31.2,4,1,285,0,0.4958,0.709,0.291,7644
35225,44,trainer,73,Normal,78,Ground,1.0,rain,1.0,mountain,berry,1.0,90,91,1,0,1.0,71.2,38.0,4,1,377,0,0.5339,0.807,0.731,3881
35226,163,trainer,31,Ground,18,Ice,0.5,rain,1.0,urban,focus_sash,1.0,89,91,1,0,1.0,17.1,41.7,1,1,113,0,0.479,0.436,0.507,971
35227,1336,trainer,55,Fire,47,Grass,1.0,clear,1.0,urban,none,1.0,49,80,1,0,1.0,36.8,72.0,4,1,265,0,0.6374,0.399,0.291,2326
35228,781,trainer,49,Rock,37,Rock,1.0,sandstorm,1.0,grass,none,1.0,105,83,1,0,1.0,53.7,46.3,3,1,190,0,0.6157,0.633,0.369,1900
35229,1665,wild,35,Fighting,42,Ghost,2.0,hail,1.0,mountain,focus_sash,1.0,56,100,1,0,1.0,36.3,38.2,5,0,8,0,0.5671,0.303,0.636,0
35230,1798,wild,37,Normal,26,Ice,1.0,clear,1.0,cave,focus_sash,1.0,114,92,1,0,1.0,42.6,45.0,1,1,96,0,0.5946,0.671,0.303,1163
35231,589,trainer,36,Psychic,54,Ghost,0.5,sandstorm,1.0,water,none,1.0,77,96,1,0,1.0,10.9,63.7,6,0,6,0,0.374,0.383,0.894,90
35232,1428,gym,21,Flying,23,Fighting,1.0,clear,1.0,water,none,1.0,43,99,1,0,1.0,10.2,37.4,4,1,254,0,0.4713,0.944,0.354,5616
35233,1033,wild,56,Normal,44,Grass,2.0,clear,1.0,grass,berry,1.0,45,84,1,0,1.0,57.4,64.1,6,1,241,0,0.7339,0.429,0.282,2203
35234,1421,trainer,65,Fire,57,Ghost,1.0,clear,1.0,grass,none,1.0,79,89,1,0,1.0,62.3,50.1,4,0,19,0,0.616,0.209,0.514,62
35235,84,gym,38,Fighting,42,Ghost,2.0,sun,1.0,water,leftovers,1.05,63,92,1,0,1.0,63.6,68.5,3,1,411,1,0.6834,0.457,0.312,10404
35236,1009,wild,48,Fire,39,Fire,0.5,clear,1.0,urban,choice_band,1.3,89,93,1,0,1.0,26.3,67.1,2,0,3,0,0.5339,0.079,0.739,39
35237,1136,wild,28,Water,12,Ice,1.0,clear,1.0,water,none,1.0,76,95,0,0,1.0,4.1,67.7,2,1,62,0,0.6266,0.838,0.504,500
35238,749,wild,40,Ice,34,Flying,1.0,clear,1.0,cave,berry,1.0,55,91,1,0,1.0,31.3,44.6,4,1,170,0,0.5554,0.574,0.116,1754
35239,1862,wild,47,Dragon,41,Ghost,1.0,clear,1.0,grass,berry,1.0,66,86,1,0,1.0,42.1,83.2,4,1,215,0,0.6598,0.723,0.037,1966
35240,508,elite_four,44,Grass,51,Flying,1.0,clear,1.0,water,none,1.0,59,99,1,0,1.0,28.9,54.8,2,1,779,0,0.5131,0.704,0.08,2476
35241,42,trainer,69,Normal,53,Electric,2.0,rain,1.0,cave,none,1.0,113,89,1,0,1.0,155.1,34.4,1,0,0,1,0.7835,0.579,0.539,0
35242,1550,trainer,18,Water,25,Normal,1.0,rain,1.5,water,choice_band,1.3,85,78,1,0,1.0,37.8,55.6,5,0,19,0,0.5634,0.316,0.481,0
35243,1171,wild,50,Poison,37,Fire,1.0,sandstorm,1.0,urban,none,1.0,100,78,1,1,1.5,87.5,65.2,8,1,191,0,0.7005,0.635,0.319,1847
35244,851,wild,55,Flying,54,Psychic,0.5,clear,1.0,cave,leftovers,1.05,99,95,1,0,1.0,37.3,41.2,6,1,257,1,0.4432,0.729,0.287,2680
35245,1958,wild,34,Ghost,25,Ice,1.0,rain,1.0,grass,choice_band,1.3,60,100,1,0,1.0,36.6,60.1,6,1,97,0,0.614,0.679,0.468,1209
35246,828,wild,36,Flying,15,Flying,1.0,clear,1.0,urban,none,1.0,77,88,1,0,1.0,41.3,38.2,5,1,80,0,0.6245,0.648,0.017,794
35247,517,wild,36,Grass,18,Poison,1.0,clear,1.0,mountain,focus_sash,1.0,87,92,1,0,1.0,31.1,64.2,6,1,131,0,0.6587,0.652,0.053,1078
35248,655,gym,51,Poison,54,Normal,0.5,clear,1.0,urban,focus_sash,1.0,80,86,1,0,1.0,15.9,30.9,3,0,0,1,0.3733,0.356,0.422,0
35249,43,wild,19,Poison,17,Flying,0.5,sun,1.0,mountain,choice_band,1.3,54,100,1,0,1.0,5.7,50.8,7,0,2,0,0.4329,0.221,0.645,0
35250,707,wild,21,Fighting,2,Water,1.0,sandstorm,1.0,water,none,1.0,75,97,1,0,1.0,17.4,32.8,3,1,0,0,0.5732,0.692,0.325,42
35251,1239,wild,56,Electric,35,Fire,2.0,rain,1.0,water,focus_sash,1.0,86,81,1,0,1.0,102.0,48.4,7,1,180,0,0.7791,0.938,0.224,1679
35252,1805,elite_four,43,Normal,54,Water,1.0,clear,1.0,mountain,leftovers,1.05,90,88,1,0,1.0,44.4,41.5,4,0,0,1,0.4793,0.284,0.951,0
35253,1859,trainer,46,Ground,43,Bug,2.0,clear,1.0,urban,focus_sash,1.0,93,96,1,0,1.0,96.3,53.8,4,0,25,0,0.7163,0.234,0.883,0
35254,962,wild,46,Poison,46,Grass,1.0,sun,1.0,water,leftovers,1.05,46,100,1,0,1.0,24.8,40.6,3,1,213,1,0.5075,0.443,0.046,2394
35255,882,wild,68,Fighting,35,Poison,1.0,sun,1.0,grass,berry,1.0,63,81,1,0,1.0,48.4,70.5,1,0,7,0,0.7516,0.389,0.88,0
35256,457,wild,36,Psychic,31,Normal,0.5,clear,1.0,mountain,focus_sash,1.0,87,75,1,0,1.0,5.3,28.9,1,1,142,1,0.3939,0.632,0.406,1583
35257,287,trainer,39,Psychic,41,Fire,1.0,rain,1.0,mountain,none,1.0,89,83,1,0,1.0,38.1,62.3,1,0,0,1,0.568,0.228,0.839,0
35258,23,gym,61,Poison,71,Rock,1.0,sun,1.0,water,berry,1.0,39,89,1,0,1.0,32.5,54.1,5,1,732,0,0.5009,0.678,0.119,17782
35259,505,trainer,47,Psychic,37,Flying,0.5,sun,1.0,mountain,none,1.0,79,99,1,0,1.0,17.3,66.7,5,1,189,1,0.5267,0.693,0.371,1956
35260,1553,wild,31,Bug,24,Psychic,2.0,clear,1.0,grass,choice_band,1.3,100,88,1,0,1.0,81.6,39.2,4,1,153,0,0.6871,0.768,0.238,1247
35261,1276,gym,35,Ice,43,Electric,0.5,sun,1.0,grass,none,1.0,106,94,1,0,1.0,20.5,26.1,1,0,0,1,0.3446,0.49,0.575,198
35262,1092,trainer,40,Bug,40,Electric,1.0,clear,1.0,grass,none,1.0,94,97,1,0,1.0,38.7,52.9,5,0,3,0,0.5554,0.213,0.69,75
35263,1592,elite_four,36,Poison,50,Bug,2.0,clear,1.0,urban,leftovers,1.05,109,73,1,0,1.0,90.6,16.8,3,0,0,0,0.5468,0.059,0.836,0
35264,622,trainer,26,Ground,28,Psychic,1.0,rain,1.0,urban,choice_band,1.3,85,89,1,0,1.0,38.4,42.6,1,0,0,1,0.5195,0.512,0.867,57
35265,489,wild,37,Psychic,24,Dragon,0.5,hail,1.0,grass,choice_band,1.3,101,92,1,0,1.0,31.7,55.4,6,0,14,0,0.5314,0.136,0.756,0
35266,1503,trainer,16,Ghost,28,Dragon,2.0,rain,1.0,urban,leftovers,1.05,85,92,1,0,1.0,36.7,38.0,9,1,124,0,0.5424,0.558,0.237,1369
35267,1985,gym,39,Fighting,38,Fighting,1.0,sun,1.0,grass,leftovers,1.05,58,80,1,1,1.5,47.0,48.0,1,1,361,1,0.5585,0.677,0.151,9539
35268,1732,trainer,44,Rock,40,Ice,1.0,clear,1.0,mountain,choice_band,1.3,38,100,1,0,1.0,22.9,59.9,5,1,207,0,0.5729,0.659,0.276,1864
35269,285,wild,41,Flying,23,Electric,1.0,sandstorm,1.0,mountain,choice_band,1.3,63,100,1,0,1.0,37.3,55.2,3,1,99,0,0.6453,0.89,0.059,1099
35270,665,gym,40,Poison,50,Poison,1.0,sun,1.0,grass,focus_sash,1.0,76,100,1,0,1.0,29.4,36.1,6,0,0,1,0.4521,0.092,0.941,32
35271,154,trainer,44,Ghost,47,Fighting,1.0,clear,1.0,cave,none,1.0,73,84,1,1,1.5,55.2,54.7,6,0,0,0,0.5654,0.116,0.655,0
35272,1717,wild,35,Ghost,9,Water,2.0,clear,1.0,urban,berry,1.0,113,89,1,0,1.0,91.7,57.5,4,1,75,0,0.8022,0.8,0.396,679
35273,1883,gym,38,Psychic,37,Flying,0.5,sandstorm,1.0,grass,berry,1.0,47,79,0,0,1.0,1.3,25.5,7,1,381,1,0.3624,0.865,0.327,9304
35274,1145,wild,52,Poison,25,Grass,1.0,clear,1.0,cave,focus_sash,1.0,94,91,1,1,1.5,86.7,70.2,3,1,129,0,0.7641,0.61,0.143,1254
35275,585,trainer,37,Ghost,21,Ghost,1.0,clear,1.0,grass,focus_sash,1.0,77,84,0,0,1.0,0.0,35.6,4,0,22,0,0.5439,0.356,0.833,56
35276,1605,trainer,45,Fire,38,Bug,2.0,clear,1.0,urban,choice_band,1.3,53,100,1,0,1.0,59.8,33.4,5,1,215,1,0.6501,0.801,0.577,1932
35277,182,trainer,35,Grass,47,Ghost,2.0,clear,1.0,urban,choice_band,1.3,64,99,1,0,1.0,69.0,48.3,5,0,25,0,0.607,0.225,0.896,12
35278,454,wild,32,Fighting,33,Ice,2.0,sun,1.0,cave,none,1.0,73,100,1,0,1.0,48.7,30.2,1,1,162,0,0.592,0.729,0.033,1654
35279,483,gym,30,Water,34,Dragon,1.0,clear,1.0,urban,focus_sash,1.0,99,96,1,0,1.0,36.0,57.8,3,1,308,0,0.5444,0.878,0.242,8519
35280,1285,trainer,29,Grass,35,Electric,0.5,clear,1.0,cave,none,1.0,60,94,1,1,1.5,17.3,46.1,7,1,202,1,0.3967,0.647,0.119,1870
35281,680,wild,24,Grass,20,Grass,2.0,clear,1.0,water,berry,1.0,63,91,1,0,1.0,38.1,62.1,5,0,0,0,0.6766,0.119,0.69,186
35282,1451,trainer,25,Fire,31,Flying,0.5,sun,1.5,cave,focus_sash,1.0,95,100,1,0,1.0,24.2,49.5,4,0,22,0,0.45,0.584,0.851,0
35283,671,wild,34,Psychic,37,Water,1.0,rain,1.0,grass,leftovers,1.05,74,95,1,0,1.0,31.3,48.1,2,0,34,0,0.5194,0.396,0.665,31
35284,1140,trainer,39,Grass,27,Ground,1.0,rain,1.0,water,berry,1.0,81,92,1,0,1.0,34.7,65.6,6,0,13,0,0.6386,0.203,0.726,17
35285,868,trainer,61,Electric,56,Water,1.0,clear,1.0,urban,focus_sash,1.0,108,90,1,0,1.0,75.3,59.5,3,1,293,0,0.6391,0.907,0.223,2769
35286,27,wild,36,Flying,19,Fighting,1.0,clear,1.0,urban,berry,1.0,69,92,1,0,1.0,22.8,43.1,4,1,116,0,0.5951,0.93,0.579,987
35287,438,elite_four,38,Ice,52,Flying,1.0,clear,1.0,grass,leftovers,1.05,83,91,1,0,1.0,31.6,35.5,1,0,0,0,0.4336,0.27,0.442,132
35288,1596,wild,44,Fighting,24,Dragon,1.0,sun,1.0,water,none,1.0,66,85,1,0,1.0,35.5,76.3,7,1,101,1,0.6986,0.858,0.607,1275
35289,779,trainer,32,Poison,28,Bug,2.0,sun,1.0,urban,berry,1.0,70,100,1,0,1.0,51.9,45.1,5,1,116,0,0.6541,0.663,0.38,1527
35290,1035,wild,30,Ghost,37,Flying,1.0,sun,1.0,cave,none,1.0,58,99,1,0,1.0,16.2,46.2,4,1,183,0,0.4758,0.75,0.51,1760
35291,1951,trainer,56,Ghost,59,Fighting,1.0,clear,1.0,cave,focus_sash,1.0,71,87,1,0,1.0,41.4,37.0,4,1,281,0,0.5042,0.706,0.643,3059
35292,1391,gym,15,Ghost,19,Water,2.0,clear,1.0,water,berry,1.0,108,96,1,0,1.0,37.0,49.5,5,1,169,1,0.6098,0.46,0.122,4571
35293,1374,trainer,49,Fighting,66,Ice,2.0,clear,1.0,urban,leftovers,1.05,56,92,1,0,1.0,61.8,31.7,5,0,1,0,0.5331,0.151,0.646,82
35294,1058,wild,47,Psychic,24,Dragon,0.5,sun,1.0,urban,choice_band,1.3,30,99,1,0,1.0,6.8,21.5,3,0,5,0,0.4657,0.49,0.864,61
35295,32,wild,66,Dragon,35,Ground,1.0,hail,1.0,water,choice_band,1.3,64,79,1,0,1.0,63.7,70.4,5,1,173,1,0.7581,0.806,0.629,1756
35296,258,trainer,49,Ghost,39,Ghost,1.0,sandstorm,1.0,urban,none,1.0,69,100,1,1,1.5,56.3,47.8,6,1,203,0,0.6129,0.581,0.369,2052
35297,306,gym,34,Grass,40,Fighting,0.5,sun,1.0,grass,none,1.0,82,93,1,0,1.0,13.5,47.1,3,0,25,0,0.3946,0.029,0.883,197
35298,765,elite_four,31,Psychic,50,Grass,0.5,sun,1.0,mountain,none,1.0,71,83,1,0,1.0,8.5,58.5,8,0,7,0,0.3546,0.444,0.706,0
35299,477,wild,43,Normal,39,Ghost,1.0,rain,1.0,water,none,1.0,79,100,1,0,1.0,31.6,41.0,1,0,0,0,0.5369,0.105,0.471,107
35300,1436,trainer,43,Ghost,43,Electric,2.0,rain,1.0,mountain,berry,1.0,115,92,1,0,1.0,126.2,79.9,2,1,229,0,0.7819,0.599,0.26,2259
35301,1476,wild,26,Ghost,31,Flying,1.0,clear,1.0,urban,focus_sash,1.0,57,94,1,0,1.0,27.7,69.2,4,1,141,0,0.5574,0.814,0.246,1450
35302,1687,elite_four,13,Ground,50,Flying,1.0,clear,1.0,grass,choice_band,1.3,99,100,1,0,1.0,23.3,71.4,3,0,0,0,0.399,0.469,0.619,111
35303,233,wild,36,Bug,36,Flying,1.0,clear,1.0,urban,berry,1.0,78,97,1,0,1.0,34.5,60.1,3,1,146,0,0.568,0.904,0.075,1852
35304,1436,trainer,29,Ghost,29,Bug,0.5,clear,1.0,grass,none,1.0,95,80,0,0,1.0,6.6,79.9,2,1,130,0,0.4964,0.757,0.15,1587
35305,1764,trainer,34,Fire,27,Ghost,1.0,clear,1.0,water,choice_band,1.3,90,90,1,0,1.0,43.2,50.0,1,1,140,0,0.5881,0.912,0.044,1354
35306,736,trainer,36,Poison,36,Dragon,0.5,clear,1.0,cave,berry,1.0,47,100,1,1,1.5,13.7,49.9,4,1,200,0,0.4307,0.315,0.471,1841
35307,1341,trainer,35,Fire,42,Electric,1.0,clear,1.0,water,none,1.0,50,87,1,0,1.0,19.2,63.5,8,0,0,0,0.5227,0.344,0.774,139
35308,1872,elite_four,25,Bug,50,Water,1.0,clear,1.0,water,none,1.0,51,93,1,0,1.0,18.5,53.8,3,1,764,0,0.4087,0.722,0.175,2592
