trainer_id,battle_round,opponent,opponent_type,team_level,strategy_score,type_coverage,fatigue,morale,pokemon_health_entering,item_used,item_type,battle_won,damage_taken,damage_dealt,turns,still_in_tournament
201,3,Agatha,Ghost,55,69.2,5,20.16,87.69,57.7,0,none,1,19.5,67.4,8,1
201,4,Lance,Dragon,55,69.2,5,31.35,98.87,38.2,0,none,1,22.8,48.8,6,1
202,1,Lorelei,Ice,47,69.0,4,0.0,59.28,100.0,0,none,1,22.7,44.0,9,1
202,2,Bruno,Fighting,47,69.0,4,10.35,71.78,77.3,0,none,1,18.0,40.3,11,1
202,3,Agatha,Ghost,47,69.0,4,21.63,86.09,59.3,0,none,0,16.7,36.9,7,1
202,4,Lance,Dragon,47,69.0,4,37.09,66.59,42.6,0,none,0,0.0,0.0,0,0
203,1,Lorelei,Ice,56,77.5,3,0.0,84.36,100.0,0,none,1,5.3,57.3,11,1
203,2,Bruno,Fighting,56,77.5,3,13.8,99.08,94.7,0,none,1,15.5,41.7,8,1
203,3,Agatha,Ghost,56,77.5,3,23.28,100.0,79.2,0,none,1,37.1,19.7,6,1
203,4,Lance,Dragon,56,77.5,3,35.53,100.0,42.1,0,none,0,15.6,52.7,8,1
204,1,Lorelei,Ice,53,53.1,6,0.0,71.98,100.0,0,none,1,30.5,35.0,6,1
204,2,Bruno,Fighting,53,53.1,6,8.98,82.77,69.5,0,none,1,25.8,50.0,6,1
204,3,Agatha,Ghost,53,53.1,6,16.08,100.0,43.7,0,none,0,46.1,44.4,5,1
204,4,Lance,Dragon,53,53.1,6,26.34,84.59,0.0,0,none,0,0.0,0.0,0,0
205,1,Lorelei,Ice,57,89.6,4,0.0,62.85,100.0,0,none,1,31.6,50.4,10,1
205,2,Bruno,Fighting,57,89.6,4,3.4,82.15,68.4,0,none,1,13.0,52.5,8,1
205,3,Agatha,Ghost,57,89.6,4,17.73,94.28,55.4,0,none,1,14.6,50.3,6,1
205,4,Lance,Dragon,57,89.6,4,26.14,100.0,40.8,0,none,1,50.4,42.7,12,1
206,1,Lorelei,Ice,48,58.1,4,0.0,72.88,100.0,0,none,1,19.6,36.8,5,1
206,2,Bruno,Fighting,48,58.1,4,14.21,79.42,80.4,0,none,1,19.0,56.7,6,1
206,3,Agatha,Ghost,48,58.1,4,21.18,89.55,61.4,0,none,1,30.6,50.7,4,1
206,4,Lance,Dragon,48,58.1,4,29.64,100.0,30.8,0,none,0,29.3,30.7,8,1
207,1,Lorelei,Ice,45,42.9,5,0.0,78.43,100.0,0,none,1,14.2,48.1,3,1
207,2,Bruno,Fighting,45,42.9,5,8.7,99.29,85.8,0,none,1,12.6,52.6,4,1
207,3,Agatha,Ghost,45,42.9,5,24.71,100.0,73.2,0,none,1,56.4,50.4,10,1
207,4,Lance,Dragon,45,42.9,5,32.38,100.0,16.8,0,none,1,29.7,39.8,9,1
208,1,Lorelei,Ice,48,74.5,2,0.0,77.67,100.0,0,none,1,20.9,45.7,5,1
208,2,Bruno,Fighting,48,74.5,2,10.74,100.0,79.1,0,none,1,23.8,34.4,9,1
208,3,Agatha,Ghost,48,74.5,2,15.57,100.0,55.3,0,none,1,25.7,36.8,9,1
208,4,Lance,Dragon,48,74.5,2,24.78,100.0,29.6,0,none,1,33.7,52.9,4,1
209,1,Lorelei,Ice,63,59.6,3,0.0,61.39,100.0,0,none,1,17.2,33.6,5,1
209,2,Bruno,Fighting,63,59.6,3,13.62,76.92,82.8,0,none,1,27.7,63.2,5,1
209,3,Agatha,Ghost,63,59.6,3,25.66,95.63,55.1,0,none,1,18.7,34.6,10,1
209,4,Lance,Dragon,63,59.6,3,30.94,100.0,76.4,1,revive,1,34.9,40.3,8,1
210,1,Lorelei,Ice,46,59.0,6,0.0,60.62,100.0,0,none,1,14.1,50.0,6,1
210,2,Bruno,Fighting,46,59.0,6,8.71,77.92,85.9,0,none,1,23.2,55.7,11,1
210,3,Agatha,Ghost,46,59.0,6,23.75,92.29,62.7,0,none,0,24.6,31.9,2,1
210,4,Lance,Dragon,46,59.0,6,40.97,71.44,38.1,0,none,0,0.0,0.0,0,0
211,1,Lorelei,Ice,69,43.5,1,0.0,66.57,100.0,0,none,0,27.7,53.4,5,1
211,2,Bruno,Fighting,69,43.5,1,14.73,45.54,72.3,0,none,0,0.0,0.0,0,0
211,3,Agatha,Ghost,69,43.5,1,14.73,45.54,72.3,0,none,0,0.0,0.0,0,0
211,4,Lance,Dragon,69,43.5,1,14.73,45.54,72.3,0,none,0,0.0,0.0,0,0
212,1,Lorelei,Ice,35,66.8,1,0.0,75.68,100.0,0,none,0,27.0,44.6,8,1
212,2,Bruno,Fighting,35,66.8,1,14.61,49.26,73.0,0,none,0,0.0,0.0,0,0
212,3,Agatha,Ghost,35,66.8,1,14.61,49.26,73.0,0,none,0,0.0,0.0,0,0
212,4,Lance,Dragon,35,66.8,1,14.61,49.26,73.0,0,none,0,0.0,0.0,0,0
213,1,Lorelei,Ice,61,70.1,3,0.0,60.95,100.0,0,none,1,37.5,53.1,7,1
213,2,Bruno,Fighting,61,70.1,3,11.26,72.07,62.5,0,none,1,32.5,44.1,8,1
213,3,Agatha,Ghost,61,70.1,3,21.44,97.34,30.0,0,none,1,24.7,51.1,10,1
213,4,Lance,Dragon,61,70.1,3,29.61,100.0,5.3,0,none,1,23.1,43.1,6,1
214,1,Lorelei,Ice,60,48.9,5,0.0,70.42,100.0,0,none,1,20.1,47.3,12,1
214,2,Bruno,Fighting,60,48.9,5,7.37,85.12,79.9,0,none,1,14.3,33.5,6,1
214,3,Agatha,Ghost,60,48.9,5,20.99,97.2,65.6,0,none,1,23.5,31.0,7,1
214,4,Lance,Dragon,60,48.9,5,23.75,100.0,42.1,0,none,1,50.5,42.5,6,1
215,1,Lorelei,Ice,53,69.4,4,0.0,64.78,100.0,0,none,1,27.4,34.0,5,1
215,2,Bruno,Fighting,53,69.4,4,6.6,79.21,72.6,0,none,1,2.4,34.3,4,1
215,3,Agatha,Ghost,53,69.4,4,17.06,100.0,70.2,0,none,1,21.6,41.4,7,1
215,4,Lance,Dragon,53,69.4,4,24.5,100.0,48.6,0,none,1,37.3,38.0,7,1
216,1,Lorelei,Ice,68,70.8,4,0.0,72.25,100.0,0,none,1,20.0,43.0,7,1
216,2,Bruno,Fighting,68,70.8,4,4.69,88.59,80.0,0,none,1,21.9,43.1,7,1
216,3,Agatha,Ghost,68,70.8,4,13.94,93.9,58.1,0,none,1,23.1,46.0,6,1
216,4,Lance,Dragon,68,70.8,4,22.04,100.0,35.0,0,none,1,39.0,22.2,8,1
217,1,Lorelei,Ice,58,43.2,4,0.0,83.53,100.0,0,none,1,20.9,41.4,7,1
217,2,Bruno,Fighting,58,43.2,4,12.07,97.68,79.1,0,none,1,35.8,51.3,5,1
217,3,Agatha,Ghost,58,43.2,4,26.09,100.0,43.3,0,none,1,48.9,47.4,5,1
217,4,Lance,Dragon,58,43.2,4,41.82,100.0,0.0,0,none,1,41.9,40.6,6,1
218,1,Lorelei,Ice,54,53.7,6,0.0,73.11,100.0,0,none,1,20.8,38.6,7,1
218,2,Bruno,Fighting,54,53.7,6,10.49,88.67,79.2,0,none,1,11.0,52.1,8,1
218,3,Agatha,Ghost,54,53.7,6,24.26,100.0,68.2,0,none,1,23.0,40.2,6,1
218,4,Lance,Dragon,54,53.7,6,34.67,100.0,75.2,1,potion,0,47.9,41.0,5,1
219,1,Lorelei,Ice,42,59.9,2,0.0,74.4,100.0,0,none,1,19.7,45.2,8,1
219,2,Bruno,Fighting,42,59.9,2,9.73,91.34,80.3,0,none,1,10.0,37.6,6,1
219,3,Agatha,Ghost,42,59.9,2,22.67,100.0,70.3,0,none,1,24.3,30.8,8,1
219,4,Lance,Dragon,42,59.9,2,32.89,100.0,46.0,0,none,1,25.4,51.0,3,1
220,1,Lorelei,Ice,54,55.5,5,0.0,87.55,100.0,0,none,1,28.7,32.2,9,1
220,2,Bruno,Fighting,54,55.5,5,5.2,100.0,71.3,0,none,1,23.1,50.9,6,1
220,3,Agatha,Ghost,54,55.5,5,11.41,100.0,48.2,0,none,1,21.2,48.7,9,1
220,4,Lance,Dragon,54,55.5,5,17.31,100.0,27.0,0,none,1,34.4,31.3,5,1
221,1,Lorelei,Ice,49,73.7,2,0.0,49.54,100.0,0,none,1,16.0,32.8,9,1
221,2,Bruno,Fighting,49,73.7,2,10.87,74.01,84.0,1,x_attack,1,31.3,55.9,3,1
221,3,Agatha,Ghost,49,73.7,2,21.2,94.88,52.7,0,none,1,21.0,39.8,7,1
221,4,Lance,Dragon,49,73.7,2,30.77,100.0,31.7,0,none,1,39.2,43.9,7,1
222,1,Lorelei,Ice,49,57.0,3,0.0,72.09,100.0,0,none,1,13.0,39.9,6,1
222,2,Bruno,Fighting,49,57.0,3,11.3,84.89,87.0,0,none,1,34.1,26.7,1,1
222,3,Agatha,Ghost,49,57.0,3,22.35,97.33,52.9,0,none,1,13.7,41.4,4,1
222,4,Lance,Dragon,49,57.0,3,30.43,100.0,39.2,1,x_attack,1,25.9,37.0,7,1
223,1,Lorelei,Ice,56,81.7,5,0.0,69.91,100.0,0,none,1,30.4,56.8,3,1
223,2,Bruno,Fighting,56,81.7,5,15.28,89.75,69.6,0,none,1,14.2,51.9,6,1
223,3,Agatha,Ghost,56,81.7,5,26.59,100.0,55.4,0,none,1,29.1,20.3,5,1
223,4,Lance,Dragon,56,81.7,5,41.64,100.0,86.3,1,full_restore,1,23.0,58.9,6,1
224,1,Lorelei,Ice,63,51.1,1,0.0,58.69,100.0,0,none,1,34.6,44.5,4,1
224,2,Bruno,Fighting,63,51.1,1,11.94,79.21,65.4,0,none,0,27.6,35.1,5,1
224,3,Agatha,Ghost,63,51.1,1,32.04,62.54,37.8,0,none,0,0.0,0.0,0,0
224,4,Lance,Dragon,63,51.1,1,32.04,62.54,37.8,0,none,0,0.0,0.0,0,0
225,1,Lorelei,Ice,53,61.5,2,0.0,72.48,100.0,0,none,1,17.1,34.6,4,1
225,2,Bruno,Fighting,53,61.5,2,7.89,90.84,82.9,0,none,1,22.4,55.9,5,1
225,3,Agatha,Ghost,53,61.5,2,15.59,100.0,60.5,0,none,1,28.2,38.7,6,1
225,4,Lance,Dragon,53,61.5,2,24.24,100.0,32.3,0,none,0,19.4,34.2,5,1
226,1,Lorelei,Ice,55,49.0,3,0.0,57.47,100.0,0,none,1,20.6,48.0,9,1
226,2,Bruno,Fighting,55,49.0,3,14.03,67.91,79.4,0,none,1,20.2,31.4,7,1
226,3,Agatha,Ghost,55,49.0,3,26.99,79.38,59.2,0,none,0,25.2,41.3,11,1
226,4,Lance,Dragon,55,49.0,3,45.08,54.87,34.0,0,none,0,0.0,0.0,0,0
227,1,Lorelei,Ice,51,50.8,4,0.0,65.84,100.0,0,none,1,29.1,44.7,5,1
227,2,Bruno,Fighting,51,50.8,4,10.19,80.54,70.9,0,none,1,24.9,37.6,6,1
227,3,Agatha,Ghost,51,50.8,4,19.69,100.0,46.0,0,none,1,16.2,26.8,4,1
227,4,Lance,Dragon,51,50.8,4,25.39,100.0,29.8,0,none,1,49.2,37.4,12,1
228,1,Lorelei,Ice,46,61.1,5,0.0,69.58,100.0,0,none,1,21.0,30.8,8,1
228,2,Bruno,Fighting,46,61.1,5,3.34,69.06,79.0,0,none,1,34.1,39.6,7,1
228,3,Agatha,Ghost,46,61.1,5,15.48,78.01,44.9,0,none,1,32.4,41.7,7,1
228,4,Lance,Dragon,46,61.1,5,29.32,94.8,12.5,0,none,1,13.4,48.5,6,1
229,1,Lorelei,Ice,52,51.0,6,0.0,71.95,100.0,0,none,1,19.7,48.2,2,1
229,2,Bruno,Fighting,52,51.0,6,10.76,86.24,80.3,0,none,1,0.4,33.4,6,1
229,3,Agatha,Ghost,52,51.0,6,21.7,100.0,79.9,0,none,1,35.4,51.8,9,1
229,4,Lance,Dragon,52,51.0,6,24.56,100.0,100.0,1,full_restore,0,23.7,25.4,6,1
230,1,Lorelei,Ice,56,72.6,5,0.0,69.54,100.0,0,none,1,10.3,40.7,4,1
230,2,Bruno,Fighting,56,72.6,5,12.54,83.83,89.7,0,none,1,29.9,39.8,7,1
230,3,Agatha,Ghost,56,72.6,5,25.95,99.27,59.8,0,none,1,20.5,36.9,5,1
230,4,Lance,Dragon,56,72.6,5,39.24,100.0,39.3,0,none,1,47.1,49.9,7,1
231,1,Lorelei,Ice,45,66.5,2,0.0,56.15,100.0,0,none,1,15.9,56.8,7,1
231,2,Bruno,Fighting,45,66.5,2,9.6,70.91,84.1,0,none,1,18.0,34.7,5,1
231,3,Agatha,Ghost,45,66.5,2,21.69,88.1,66.1,0,none,1,12.6,55.5,6,1
231,4,Lance,Dragon,45,66.5,2,31.57,96.7,53.5,0,none,1,43.7,50.7,10,1
232,1,Lorelei,Ice,48,50.5,3,0.0,80.47,100.0,0,none,1,24.1,32.9,7,1
232,2,Bruno,Fighting,48,50.5,3,12.73,100.0,75.9,0,none,1,28.2,44.8,10,1
232,3,Agatha,Ghost,48,50.5,3,21.7,100.0,47.7,0,none,0,9.0,46.3,3,1
232,4,Lance,Dragon,48,50.5,3,36.9,81.96,38.7,0,none,0,0.0,0.0,0,0
233,1,Lorelei,Ice,67,53.7,4,0.0,64.76,100.0,0,none,1,18.7,44.2,9,1
233,2,Bruno,Fighting,67,53.7,4,10.04,75.74,81.3,0,none,1,13.9,57.0,8,1
233,3,Agatha,Ghost,67,53.7,4,18.6,86.67,67.4,0,none,1,26.0,45.0,5,1
233,4,Lance,Dragon,67,53.7,4,24.83,100.0,41.4,0,none,0,28.7,40.4,6,1
234,1,Lorelei,Ice,63,58.6,5,0.0,75.64,100.0,0,none,1,21.3,40.7,7,1
234,2,Bruno,Fighting,63,58.6,5,13.48,98.33,78.7,0,none,1,17.2,46.1,4,1
234,3,Agatha,Ghost,63,58.6,5,20.88,100.0,61.5,0,none,1,29.8,38.4,5,1
234,4,Lance,Dragon,63,58.6,5,23.77,100.0,31.7,0,none,1,29.3,29.7,12,1
235,1,Lorelei,Ice,56,65.8,3,0.0,73.06,100.0,0,none,1,6.8,56.9,4,1
235,2,Bruno,Fighting,56,65.8,3,9.94,85.98,93.2,0,none,1,19.3,33.5,2,1
235,3,Agatha,Ghost,56,65.8,3,25.19,93.04,73.9,0,none,1,32.3,47.4,5,1
235,4,Lance,Dragon,56,65.8,3,29.8,100.0,41.6,0,none,1,31.1,30.0,8,1
236,1,Lorelei,Ice,55,61.2,2,0.0,77.1,100.0,0,none,0,25.7,29.4,9,1
236,2,Bruno,Fighting,55,61.2,2,16.91,64.77,74.3,0,none,0,0.0,0.0,0,0
236,3,Agatha,Ghost,55,61.2,2,16.91,64.77,74.3,0,none,0,0.0,0.0,0,0
236,4,Lance,Dragon,55,61.2,2,16.91,64.77,74.3,0,none,0,0.0,0.0,0,0
237,1,Lorelei,Ice,53,25.8,3,0.0,62.02,100.0,0,none,1,30.5,25.2,3,1
237,2,Bruno,Fighting,53,25.8,3,7.78,79.2,69.5,0,none,1,21.5,37.6,3,1
237,3,Agatha,Ghost,53,25.8,3,20.15,93.25,48.0,0,none,1,39.5,35.6,8,1
237,4,Lance,Dragon,53,25.8,3,33.87,100.0,8.5,0,none,0,30.9,45.7,4,1
238,1,Lorelei,Ice,73,46.4,3,0.0,67.09,100.0,0,none,1,4.3,42.8,3,1
238,2,Bruno,Fighting,73,46.4,3,6.16,80.73,95.7,0,none,1,31.9,35.0,3,1
238,3,Agatha,Ghost,73,46.4,3,17.23,96.73,63.8,0,none,1,28.9,33.8,3,1
238,4,Lance,Dragon,73,46.4,3,32.84,100.0,34.9,0,none,0,15.7,45.4,9,1
239,1,Lorelei,Ice,52,49.2,6,0.0,82.81,100.0,0,none,1,38.6,59.8,7,1
239,2,Bruno,Fighting,52,49.2,6,14.69,100.0,61.4,0,none,1,23.1,39.4,6,1
239,3,Agatha,Ghost,52,49.2,6,27.68,100.0,38.3,0,none,1,49.5,48.9,5,1
239,4,Lance,Dragon,52,49.2,6,34.52,100.0,0.0,0,none,0,27.5,32.3,11,1
240,1,Lorelei,Ice,57,76.2,3,0.0,67.19,100.0,0,none,1,19.3,53.5,7,1
240,2,Bruno,Fighting,57,76.2,3,11.94,79.09,80.7,0,none,1,28.1,44.5,4,1
240,3,Agatha,Ghost,57,76.2,3,24.24,94.5,52.6,0,none,1,15.6,57.9,8,1
240,4,Lance,Dragon,57,76.2,3,35.25,100.0,37.0,0,none,1,36.6,51.9,11,1
241,1,Lorelei,Ice,72,62.3,1,0.0,67.09,100.0,0,none,1,11.8,33.5,7,1
241,2,Bruno,Fighting,72,62.3,1,10.83,78.03,88.2,0,none,1,23.5,51.7,9,1
241,3,Agatha,Ghost,72,62.3,1,20.08,97.47,64.7,0,none,1,31.5,49.8,8,1
241,4,Lance,Dragon,72,62.3,1,24.23,100.0,33.2,0,none,1,36.6,56.3,10,1
242,1,Lorelei,Ice,50,55.4,6,0.0,59.68,100.0,0,none,1,9.6,23.1,4,1
242,2,Bruno,Fighting,50,55.4,6,9.99,67.91,90.4,0,none,1,9.6,35.4,5,1
242,3,Agatha,Ghost,50,55.4,6,24.19,81.71,80.8,0,none,1,33.3,34.1,9,1
242,4,Lance,Dragon,50,55.4,6,36.12,100.0,47.5,0,none,1,31.9,50.4,8,1
243,1,Lorelei,Ice,35,56.1,6,0.0,74.64,100.0,0,none,1,17.9,43.3,11,1
243,2,Bruno,Fighting,35,56.1,6,9.31,92.9,100.0,1,potion,1,15.8,33.6,8,1
243,3,Agatha,Ghost,35,56.1,6,16.07,100.0,84.2,0,none,1,10.6,43.1,3,1
243,4,Lance,Dragon,35,56.1,6,29.43,100.0,73.6,0,none,1,52.5,26.7,9,1
244,1,Lorelei,Ice,52,63.5,2,0.0,75.44,100.0,0,none,1,12.9,42.0,5,1
244,2,Bruno,Fighting,52,63.5,2,17.4,87.13,87.1,0,none,1,17.7,59.2,10,1
244,3,Agatha,Ghost,52,63.5,2,28.6,100.0,69.4,0,none,1,16.2,56.2,10,1
244,4,Lance,Dragon,52,63.5,2,41.2,100.0,53.2,0,none,1,49.2,37.8,3,1
245,1,Lorelei,Ice,44,34.2,1,0.0,64.47,100.0,0,none,1,20.8,35.3,8,1
245,2,Bruno,Fighting,44,34.2,1,7.6,78.84,79.2,0,none,1,29.9,37.3,4,1
245,3,Agatha,Ghost,44,34.2,1,19.04,97.63,49.3,0,none,1,25.2,43.0,5,1
245,4,Lance,Dragon,44,34.2,1,22.46,100.0,24.1,0,none,0,30.4,33.6,6,1
246,1,Lorelei,Ice,51,39.0,1,0.0,57.0,100.0,0,none,1,0.0,60.5,12,1
246,2,Bruno,Fighting,51,39.0,1,7.89,72.22,100.0,0,none,0,26.6,41.9,3,1
246,3,Agatha,Ghost,51,39.0,1,17.02,58.92,73.4,0,none,0,0.0,0.0,0,0
246,4,Lance,Dragon,51,39.0,1,17.02,58.92,73.4,0,none,0,0.0,0.0,0,0
247,1,Lorelei,Ice,47,50.3,5,0.0,69.41,100.0,0,none,1,34.2,34.1,7,1
247,2,Bruno,Fighting,47,50.3,5,13.45,82.74,65.8,0,none,1,11.1,47.6,6,1
247,3,Agatha,Ghost,47,50.3,5,21.08,98.99,54.7,0,none,1,32.2,31.1,3,1
247,4,Lance,Dragon,47,50.3,5,32.35,100.0,22.5,0,none,0,28.3,30.2,8,1
248,1,Lorelei,Ice,58,55.3,2,0.0,51.75,100.0,0,none,1,34.0,41.5,1,1
248,2,Bruno,Fighting,58,55.3,2,15.26,61.84,66.0,0,none,1,30.7,46.2,8,1
248,3,Agatha,Ghost,58,55.3,2,24.12,75.17,35.3,0,none,1,16.9,47.6,6,1
248,4,Lance,Dragon,58,55.3,2,28.83,88.94,18.4,0,none,1,36.6,26.9,5,1
249,1,Lorelei,Ice,45,75.0,4,0.0,92.15,100.0,0,none,1,17.6,45.5,4,1
249,2,Bruno,Fighting,45,75.0,4,7.32,100.0,82.4,0,none,1,23.9,50.5,5,1
249,3,Agatha,Ghost,45,75.0,4,14.26,100.0,58.5,0,none,1,19.4,43.7,6,1
249,4,Lance,Dragon,45,75.0,4,22.02,100.0,69.1,1,potion,1,22.1,34.1,10,1
250,1,Lorelei,Ice,63,52.4,2,0.0,82.49,100.0,0,none,1,21.5,41.8,9,1
250,2,Bruno,Fighting,63,52.4,2,8.8,93.33,78.5,0,none,1,39.9,40.2,8,1
250,3,Agatha,Ghost,63,52.4,2,22.46,100.0,38.6,0,none,1,17.8,46.5,1,1
250,4,Lance,Dragon,63,52.4,2,30.11,100.0,20.8,0,none,1,35.4,43.0,5,1
251,1,Lorelei,Ice,47,67.2,2,0.0,73.99,100.0,0,none,1,20.4,37.3,7,1
251,2,Bruno,Fighting,47,67.2,2,9.98,90.91,79.6,0,none,1,20.3,40.3,5,1
251,3,Agatha,Ghost,47,67.2,2,17.88,100.0,59.3,0,none,1,19.2,46.8,6,1
251,4,Lance,Dragon,47,67.2,2,31.56,100.0,40.1,0,none,1,25.9,42.8,8,1
252,1,Lorelei,Ice,52,77.9,1,0.0,89.14,100.0,0,none,1,11.7,46.1,5,1
252,2,Bruno,Fighting,52,77.9,1,12.26,100.0,88.3,0,none,1,24.5,55.7,7,1
252,3,Agatha,Ghost,52,77.9,1,24.91,100.0,63.8,0,none,1,9.3,51.4,5,1
252,4,Lance,Dragon,52,77.9,1,38.19,100.0,54.5,1,x_attack,0,12.2,48.1,5,1
253,1,Lorelei,Ice,48,87.5,5,0.0,74.23,100.0,0,none,1,25.9,44.5,5,1
253,2,Bruno,Fighting,48,87.5,5,6.16,87.65,74.1,0,none,1,26.3,44.4,2,1
253,3,Agatha,Ghost,48,87.5,5,13.56,100.0,47.8,0,none,1,18.8,44.9,8,1
253,4,Lance,Dragon,48,87.5,5,22.21,100.0,29.0,0,none,1,41.4,75.5,7,1
254,1,Lorelei,Ice,71,42.0,6,0.0,63.36,100.0,0,none,1,30.3,43.6,5,1
254,2,Bruno,Fighting,71,42.0,6,7.52,90.61,69.7,0,none,1,23.2,51.9,7,1
254,3,Agatha,Ghost,71,42.0,6,15.25,100.0,46.5,0,none,1,20.2,48.7,7,1
254,4,Lance,Dragon,71,42.0,6,28.05,100.0,26.3,0,none,0,53.3,42.2,6,1
255,1,Lorelei,Ice,51,64.8,2,0.0,51.82,100.0,0,none,1,14.5,37.2,5,1
255,2,Bruno,Fighting,51,64.8,2,9.04,66.44,85.5,0,none,1,36.8,32.1,5,1
255,3,Agatha,Ghost,51,64.8,2,19.73,80.73,88.7,1,revive,1,31.6,38.2,6,1
255,4,Lance,Dragon,51,64.8,2,28.04,89.82,97.1,1,revive,0,35.1,49.3,9,1
256,1,Lorelei,Ice,48,59.5,3,0.0,68.7,100.0,0,none,1,16.3,52.7,7,1
256,2,Bruno,Fighting,48,59.5,3,14.1,84.77,83.7,0,none,1,36.2,39.9,9,1
256,3,Agatha,Ghost,48,59.5,3,26.44,98.74,47.5,0,none,1,22.0,56.8,3,1
256,4,Lance,Dragon,48,59.5,3,33.19,100.0,25.5,0,none,1,25.2,48.5,8,1
257,1,Lorelei,Ice,54,40.1,5,0.0,62.69,100.0,0,none,1,21.6,43.6,4,1
257,2,Bruno,Fighting,54,40.1,5,6.54,76.2,78.4,0,none,1,29.0,15.3,4,1
257,3,Agatha,Ghost,54,40.1,5,12.73,95.68,49.4,0,none,1,32.6,26.7,7,1
257,4,Lance,Dragon,54,40.1,5,25.15,100.0,16.8,0,none,1,23.9,31.0,8,1
258,1,Lorelei,Ice,62,66.9,3,0.0,84.1,100.0,0,none,1,27.4,42.6,6,1
258,2,Bruno,Fighting,62,66.9,3,8.37,94.73,72.6,0,none,1,26.1,50.5,5,1
258,3,Agatha,Ghost,62,66.9,3,21.96,100.0,46.5,0,none,1,8.2,47.1,4,1
258,4,Lance,Dragon,62,66.9,3,30.28,100.0,68.3,1,potion,1,17.1,49.4,9,1
259,1,Lorelei,Ice,61,46.7,2,0.0,84.43,100.0,0,none,1,21.4,45.7,4,1
259,2,Bruno,Fighting,61,46.7,2,11.55,100.0,78.6,0,none,1,25.5,32.7,5,1
259,3,Agatha,Ghost,61,46.7,2,17.68,100.0,53.1,0,none,1,25.7,52.5,6,1
259,4,Lance,Dragon,61,46.7,2,30.09,100.0,27.4,0,none,0,46.1,45.6,3,1
260,1,Lorelei,Ice,67,57.4,3,0.0,65.42,100.0,0,none,1,15.3,55.1,2,1
260,2,Bruno,Fighting,67,57.4,3,9.4,80.94,84.7,0,none,1,19.8,33.2,7,1
260,3,Agatha,Ghost,67,57.4,3,15.13,92.87,64.9,0,none,1,19.2,28.5,4,1
260,4,Lance,Dragon,67,57.4,3,20.83,100.0,45.7,0,none,1,24.1,43.8,9,1
261,1,Lorelei,Ice,37,35.4,6,0.0,65.97,100.0,0,none,1,17.7,43.3,5,1
261,2,Bruno,Fighting,37,35.4,6,10.61,77.37,82.3,0,none,1,48.5,38.8,8,1
261,3,Agatha,Ghost,37,35.4,6,23.32,89.77,73.8,1,revive,0,21.5,45.5,9,1
261,4,Lance,Dragon,37,35.4,6,32.72,61.82,52.3,0,none,0,0.0,0.0,0,0
262,1,Lorelei,Ice,45,48.1,6,0.0,58.6,100.0,0,none,1,30.1,33.7,7,1
262,2,Bruno,Fighting,45,48.1,6,7.22,70.76,69.9,0,none,0,28.3,50.0,3,1
262,3,Agatha,Ghost,45,48.1,6,16.62,53.98,41.6,0,none,0,0.0,0.0,0,0
262,4,Lance,Dragon,45,48.1,6,16.62,53.98,41.6,0,none,0,0.0,0.0,0,0
263,1,Lorelei,Ice,51,69.4,3,0.0,64.33,100.0,0,none,1,9.0,39.6,7,1
263,2,Bruno,Fighting,51,69.4,3,3.49,74.62,91.0,0,none,1,16.0,45.4,4,1
263,3,Agatha,Ghost,51,69.4,3,10.0,86.74,75.0,0,none,1,19.1,35.2,2,1
263,4,Lance,Dragon,51,69.4,3,19.79,100.0,55.9,0,none,1,29.0,40.7,10,1
264,1,Lorelei,Ice,55,72.6,4,0.0,57.35,100.0,0,none,1,10.6,45.8,9,1
264,2,Bruno,Fighting,55,72.6,4,14.61,78.91,89.4,0,none,1,29.1,55.5,4,1
264,3,Agatha,Ghost,55,72.6,4,24.81,93.46,60.3,0,none,0,18.4,42.3,8,1
264,4,Lance,Dragon,55,72.6,4,36.31,70.46,41.9,0,none,0,0.0,0.0,0,0
265,1,Lorelei,Ice,58,59.9,3,0.0,75.32,100.0,0,none,1,23.5,68.5,8,1
265,2,Bruno,Fighting,58,59.9,3,5.98,79.66,76.5,0,none,0,11.4,45.5,5,1
265,3,Agatha,Ghost,58,59.9,3,28.25,63.55,65.1,0,none,0,0.0,0.0,0,0
265,4,Lance,Dragon,58,59.9,3,28.25,63.55,65.1,0,none,0,0.0,0.0,0,0
266,1,Lorelei,Ice,48,67.8,2,0.0,69.11,100.0,0,none,1,5.8,46.1,2,1
266,2,Bruno,Fighting,48,67.8,2,8.03,89.92,94.2,0,none,1,35.1,44.4,6,1
266,3,Agatha,Ghost,48,67.8,2,12.74,100.0,59.1,0,none,1,31.6,49.6,7,1
266,4,Lance,Dragon,48,67.8,2,21.2,100.0,27.5,0,none,1,30.6,30.9,9,1
267,1,Lorelei,Ice,47,50.3,6,0.0,79.22,100.0,0,none,1,27.4,9.9,9,1
267,2,Bruno,Fighting,47,50.3,6,13.29,91.24,72.6,0,none,1,15.1,47.2,4,1
267,3,Agatha,Ghost,47,50.3,6,21.23,100.0,97.5,1,revive,1,20.0,38.5,4,1
267,4,Lance,Dragon,47,50.3,6,33.16,100.0,77.5,0,none,1,35.4,43.4,11,1
268,1,Lorelei,Ice,55,77.5,3,0.0,74.46,100.0,1,full_restore,1,0.5,43.7,4,1
268,2,Bruno,Fighting,55,77.5,3,15.06,86.35,99.5,0,none,1,11.7,51.9,9,1
